"Driver Name","Start Date","End Date","Total Time On Job","Total Drops","Total Jobs",Days,"Total Miles","Daily Drop Rate","Average Speed","Average Time Per Drop"
Nikhil,05-12-2018,05-12-2018,00:00,2,1,0,0.79,2,0.01,00:00
